,PRODUCTO,TIENDA,TIPO_TIENDA,MUNICIPIO,ESTADO,INCUMPLIMIENTO
3737,ARTICULOS DE FERRETERIA,TLAPALERIA ACUARIO Y/O JOSE ERASMO DIAZ DIAZ,TLAPALERIA,GUSTAVO A. MADERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3738,ARTICULOS DE FERRETERIA,TLAPALERIA ACUARIO Y/O JOSE ERASMO DIAZ DIAZ,TLAPALERIA,GUSTAVO A. MADERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3739,ARTICULOS DE FERRETERIA,TLAPALERIA ACUARIO Y/O JOSE ERASMO DIAZ DIAZ,TLAPALERIA,GUSTAVO A. MADERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3740,ARTICULOS DE FERRETERIA,TLAPALERIA NAVA?S Y/O LAURA GUTIERREZ GUTIERREZ,TLAPALERIA,IZTACALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3741,ARTICULOS DE FERRETERIA,TLAPALERIA NAVA?S Y/O LAURA GUTIERREZ GUTIERREZ,TLAPALERIA,IZTACALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3742,ARTICULOS DE FERRETERIA,TLAPALERIA NAVA?S Y/O LAURA GUTIERREZ GUTIERREZ,TLAPALERIA,IZTACALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3743,ARTICULOS DE FERRETERIA,TLAPALERIA NAVA?S Y/O LAURA GUTIERREZ GUTIERREZ,TLAPALERIA,IZTACALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3744,ARTICULOS DE FERRETERIA,TLAPALERIA Y FERRETERIA EL FLAMAZO AZUL,TLAPALERIA,IZTAPALAPA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3745,ARTICULOS DE FERRETERIA,TLAPALERIA Y FERRETERIA EL FLAMAZO AZUL,TLAPALERIA,IZTAPALAPA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3746,ARTICULOS DE FERRETERIA,TLAPALERIA Y FERRETERIA EL FLAMAZO AZUL,TLAPALERIA,IZTAPALAPA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3747,ARTICULOS DE FERRETERIA,TLAPALERIA Y FERRETERIA EL FLAMAZO AZUL,TLAPALERIA,IZTAPALAPA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3748,ARTICULOS DE FERRETERIA,TLAPALERIA Y FERRETERIA EL ARRAZADOR Y/O JOSE CARLOS DIAZ CAMACHO,TLAPALERIA,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3749,ARTICULOS DE FERRETERIA,TLAPALERIA Y FERRETERIA EL ARRAZADOR Y/O JOSE CARLOS DIAZ CAMACHO,TLAPALERIA,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3750,ARTICULOS DE FERRETERIA,TLAPALERIA Y FERRETERIA EL ARRAZADOR Y/O JOSE CARLOS DIAZ CAMACHO,TLAPALERIA,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3751,ARTICULOS DE FERRETERIA,TLAPALERIA Y FERRETERIA EL ARRAZADOR Y/O JOSE CARLOS DIAZ CAMACHO,TLAPALERIA,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3752,APARATOS ELECTRICOS,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.,PRODUCTOS ELECTRICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3753,APARATOS ELECTRICOS,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.,PRODUCTOS ELECTRICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3754,APARATOS ELECTRICOS,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.,PRODUCTOS ELECTRICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3755,VIDEO JUEGO,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.,PRODUCTOS ELECTRICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3756,APARATOS ELECTRICOS,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.,PRODUCTOS ELECTRICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3757,APARATOS ELECTRICOS,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.,PRODUCTOS ELECTRICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3758,ACCESORIOS P/ TELEFONO CELULAR,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.,PRODUCTOS ELECTRICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3759,ACCESORIOS P/ TELEFONO CELULAR,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.,PRODUCTOS ELECTRICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3760,ARTICULOS DE FERRETERIA,TLAPALERIA LA ESFERA,TLAPALERIA,VENUSTIANO CARRANZA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3761,APARATOS ELECTRICOS,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO,TIENDA DEPARTAMENTAL,IZTACALCO,DISTRITO FEDERAL,Carece del certificado de las especificaciones de seguridad.
3762,APARATOS ELECTRICOS,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO,TIENDA DEPARTAMENTAL,IZTACALCO,DISTRITO FEDERAL,Carece del certificado de las especificaciones de seguridad.
3763,ARTICULOS DE PAPELERIA,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO,TIENDA DEPARTAMENTAL,IZTACALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3764,ACCESORIOS P/ TELEFONO CELULAR,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO,TIENDA DEPARTAMENTAL,IZTACALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3765,LENTES PARA SOL,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO,TIENDA DEPARTAMENTAL,IZTACALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3766,APARATOS ELECTRICOS,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3767,ACCESORIOS ELECTRONICOS,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3768,APARATOS ELECTRICOS,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3769,APARATOS ELECTRICOS,SANBORN HERMANOS  S.A. ( SANBORNS ),TIENDA DEPARTAMENTAL,VENUSTIANO CARRANZA,DISTRITO FEDERAL,En el empaque  carece de caracteristicas elUctricas
3770,APARATOS ELECTRICOS,SANBORN HERMANOS  S.A. ( SANBORNS ),TIENDA DEPARTAMENTAL,VENUSTIANO CARRANZA,DISTRITO FEDERAL,Carece del certificado de las especificaciones de seguridad.
3771,APARATOS ELECTRICOS,RADIO SHACK DE MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3772,APARATOS ELECTRICOS,RADIO SHACK DE MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3773,APARATOS ELECTRICOS,RADIO SHACK DE MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3774,APARATOS ELECTRICOS,RADIO SHACK DE MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,GUSTAVO A. MADERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3775,ARTICULOS  DE LIMPIEZA,RADIO SHACK DE MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,GUSTAVO A. MADERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3776,ARTICULOS  DE LIMPIEZA,RADIO SHACK DE MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,GUSTAVO A. MADERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3777,ROPA,CONFECCIONES BENITEZ  S.A. DE C.V.,PRENDAS DE VESTIR,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3778,ROPA,CONFECCIONES BENITEZ  S.A. DE C.V.,PRENDAS DE VESTIR,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3779,ROPA ESCOLAR,CONFECCIONES BENITEZ  S.A. DE C.V.,PRENDAS DE VESTIR,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3780,ROPA INFANTIL,NOVEDADES FLORES Y/O EUNICE LETICIA FLORES NAVA,ROPA INFANTIL,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3781,ROPA INFANTIL,NOVEDADES FLORES Y/O EUNICE LETICIA FLORES NAVA,ROPA INFANTIL,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3782,ROPA INFANTIL,NOVEDADES FLORES Y/O EUNICE LETICIA FLORES NAVA,ROPA INFANTIL,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3783,INSTRUMENTOS MUSICALES,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.,INSTRUMENTOS MUSICALES,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3784,APARATOS ELECTRICOS,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.,INSTRUMENTOS MUSICALES,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3785,ACCESORIOS ELECTRONICOS,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.,INSTRUMENTOS MUSICALES,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3786,ACCESORIOS ELECTRONICOS,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.,INSTRUMENTOS MUSICALES,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3787,APARATOS ELECTRICOS,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.,INSTRUMENTOS MUSICALES,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3788,EQUIPO DE COMPUTO,STEUBEN MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3789,EQUIPO DE COMPUTO,STEUBEN MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3790,ACCESORIOS ELECTRONICOS,STEUBEN MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3791,APARATOS ELECTRICOS,STEUBEN MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3792,EQUIPO DE COMPUTO,STEUBEN MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3793,APARATOS ELECTRONICOS,STEUBEN MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3794,APARATOS ELECTRICOS,STEUBEN MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3795,APARATOS ELECTRICOS,STEUBEN MEXICO  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3796,JOYERIA DE FANTASIA,MEXICO HEBOO  JEWERLY S.A. DE C.V.,BISUTERIA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3797,JOYERIA DE FANTASIA,MEXICO HEBOO  JEWERLY S.A. DE C.V.,BISUTERIA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3798,JOYERIA DE FANTASIA,MEXICO HEBOO  JEWERLY S.A. DE C.V.,BISUTERIA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3799,JOYERIA DE FANTASIA,MEXICO HEBOO  JEWERLY S.A. DE C.V.,BISUTERIA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3800,JOYERIA DE FANTASIA,MEXICO HEBOO  JEWERLY S.A. DE C.V.,BISUTERIA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3801,JOYERIA DE FANTASIA,MEXICO HEBOO  JEWERLY S.A. DE C.V.,BISUTERIA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3802,ARTICULOS PARA EL CABELLO,MEXICO HEBOO  JEWERLY S.A. DE C.V.,BISUTERIA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3803,ARTICULOS DE PIEL,MIRINE Y/O YOU KEUN CHAN,ROPA PARA DAMA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3804,ARTICULOS DE PIEL,MIRINE Y/O YOU KEUN CHAN,ROPA PARA DAMA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3805,ARTICULOS DE PIEL,MIRINE Y/O YOU KEUN CHAN,ROPA PARA DAMA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3806,ARTICULOS DE PIEL,MIRINE Y/O YOU KEUN CHAN,ROPA PARA DAMA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3807,ARTICULOS DE PIEL,MIRINE Y/O YOU KEUN CHAN,ROPA PARA DAMA,CUAUHTEMOC,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3808,ZAPATOS,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS,ZAPATERIA,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3809,ZAPATOS,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS,ZAPATERIA,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3810,ZAPATOS,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS,ZAPATERIA,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3811,ZAPATOS,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS,ZAPATERIA,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3812,ZAPATOS,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS,ZAPATERIA,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3813,ZAPATOS,MANUFACTURAS DE CALZADO FINO  S.A. DE C.V.  Y/O ZAPATERIA JEAN PIERRE,ZAPATERIA,COYOACAN,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3814,ZAPATOS,MANUFACTURAS DE CALZADO FINO  S.A. DE C.V.  Y/O ZAPATERIA JEAN PIERRE,ZAPATERIA,COYOACAN,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3815,ZAPATOS,MANUFACTURAS DE CALZADO FINO  S.A. DE C.V.  Y/O ZAPATERIA JEAN PIERRE,ZAPATERIA,COYOACAN,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3816,ZAPATOS,ZAPATERIA ELEGANCIA,ZAPATERIA,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3817,ZAPATOS,ZAPATERIA ELEGANCIA,ZAPATERIA,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3818,ZAPATOS,ZAPATERIA ELEGANCIA,ZAPATERIA,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3819,ZAPATOS,ZAPATERIA ELEGANCIA,ZAPATERIA,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3820,PANTALON,CREACIONES AMIEIRO  S.A. DE C.V.,PRENDAS DE VESTIR,ALVARO OBREGON,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3821,PRENDAS DE VESTIR,CREACIONES AMIEIRO  S.A. DE C.V.,PRENDAS DE VESTIR,ALVARO OBREGON,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3822,PRENDAS DE VESTIR,CREACIONES AMIEIRO  S.A. DE C.V.,PRENDAS DE VESTIR,ALVARO OBREGON,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3823,PLAYERAS,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3824,PLAYERAS,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3825,PRENDAS DE VESTIR,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3826,PRENDAS DE VESTIR,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3827,PRENDAS DE VESTIR,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3828,ARTICULOS DE PIEL,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3829,ARTICULOS DE PIEL,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3830,ZAPATOS,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3831,JOYERIA DE FANTASIA,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA,PRENDAS DE VESTIR,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3832,PLAYERAS,DICASS SPORT  Y/O EDUARDO CASSANI MORALES,ARTICULOS DEPORTIVOS,TLALPAN,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3833,MAYONESA,CREMERIA LA FLOR DE JALISCO,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3834,BEBIDAS,MATERIAS PRIMAS CASA TAPIA,MATERIAS PRIMAS,IZTAPALAPA,DISTRITO FEDERAL,Carece del nombre  denominacion o razon social y domicilio  fiscal del importador
3835,ZAPATOS,IMPORTADORA TEXCOCO HERMANOS  S.A. DE C.V.  PLACA 185AL1  CONTDOR TCLU4409510,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3836,ZAPATOS,IMPORTADORA TEXCOCO HERMANOS  S.A. DE C.V.  PLACA 185AL1  CONTDOR TCLU4409510,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3837,ZAPATOS,IMPORTADORA TEXCOCO HERMANOS  S.A. DE C.V.  PLACA 185AL1  CONTDOR TCLU4409510,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3838,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3839,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3840,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3841,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3842,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3843,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3844,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3845,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3846,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3847,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3848,ARTICULOS DE PIEL,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3849,ARTICULOS DE PIEL,ARTICULOS DIECIOCHO  S.A. DE C.V.  PLACA 928AR6  CONTDOR SUDU8576650,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3850,ARTICULOS DE PIEL,ARTICULOS DIECIOCHO  S.A. DE C.V.  PLACA 928AR6  CONTDOR SUDU8576650,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3851,ZAPATOS,ARTICULOS DIECIOCHO  S.A. DE C.V.  PLACA 928AR6  CONTDOR SUDU8576650,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3852,ZAPATOS,ARTICULOS DIECIOCHO  S.A. DE C.V.  PLACA 928AR6  CONTDOR SUDU8576650,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3853,ARTICULOS PARA EL CABELLO,FANTASIA EL SULTAN  S.A. DE C.V. PLACA 029AG1  CONTDOR MSCU9718504,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3854,LENTES PARA SOL,FANTASIA EL SULTAN  S.A. DE C.V. PLACA 029AG1  CONTDOR MSCU9718504,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3855,ARTICULOS PARA EL CABELLO,FANTASIA EL SULTAN  S.A. DE C.V. PLACA 029AG1  CONTDOR MSCU9718504,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3856,ARTICULOS PARA EL CABELLO,FANTASIA EL SULTAN  S.A. DE C.V. PLACA 029AG1  CONTDOR MSCU9718504,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3857,PISOS Y AZULEJOS,PIZOS CREATIVOS  S DE RL DE CV  PLACA 995CT3  CONTDOR CNIU1162155,ARTICULOS DE IMPORTACION,AZCAPOTZALCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
3858,ACCESORIOS P/ TELEFONO CELULAR,DISTRIBUIDORA CELULAR DE LA ZONA CENTRO  S.A. DE C.V. Y/O MOBO SHOP,TELEFONIA CELULAR,COYOACAN,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
